artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2012,[],World Asleep,6zwW97mM3AfyCP9C9YaM6I,0,0.509,0.443,7,-13.936,0,0.0362,0.00636,0.768,0.355,0.0344,119.954,191440,4
Kanye West,"['chicago rap', 'rap']",Clique,65rRB2mspD309xE6YimZTl,66,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,5
Rottencore,[],Head Fuckers,7hi3KEukVs7WwSfEbaB0rM,15,0.474,0.915,7,-7.338,1,0.0421,0.000217,0.737,0.116,0.169,122.509,315673,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",High For This,5fohLPNqO6TqwrZ7BoUWUT,71,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95,247227,4
Suffused,[],Year 2008 - MSZ Remix,5VVPdKGSH7NcnaEGJQ93S9,5,0.584,0.865,9,-6.126,0,0.0339,0.000717,0.845,0.159,0.448,127.007,457306,4
Grimes,"['art pop', 'canadian electropop', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']",Genesis,3cjvqsvvU80g7WJPMVh8iq,62,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4
Wildstylez,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",Year Of Summer,5QM1J23EeWRooSIpAoLQ88,27,0.607,0.877,9,-5.786,0,0.0503,0.167,0.0141,0.0822,0.53,149.932,232000,4
Taylor Swift,['pop'],All Too Well,1q3RiD1tIWUpGsNFADMlvl,63,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06,327893,4
Party Favor,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",2012 - BROHUG Remix,7rqTHCeItURHtCRUQuODsL,7,0.752,0.737,1,-5.087,1,0.0507,0.00817,0.923,0.084,0.58,125.01,232320,4
Dirty Heads,"['reggae fusion', 'reggae rock']",Lay Me Down (feat. Sublime With Rome),4L0nc0tHfDjr3HlAm1EFeu,62,0.672,0.747,7,-7.708,1,0.0904,0.0428,0.0,0.102,0.742,169.981,215147,4
Renegades Of Jazz,['bboy'],Apple Sauce,2ZJEYQb9C0OdaXbrpEgJm7,18,0.643,0.812,2,-6.217,1,0.0323,0.0492,0.152,0.132,0.473,117.961,249067,4
Miracle Musical,['indie pop'],Dream Sweet in Sea Major,3RznzRnsl8mzP63l4AF2M7,65,0.341,0.426,0,-11.194,1,0.0416,0.919,0.0673,0.106,0.187,169.986,420012,4
Ultimate Party Jams,[],Hot Problems,1kERWDcMv3LPCPJDuDQJXa,12,0.963,0.757,2,-7.022,0,0.212,0.276,0.0,0.257,0.909,125.048,164534,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Sweet Life,6MEDfjHxnVNcYmHe3mM6L2,67,0.479,0.558,11,-6.074,1,0.179,0.227,0.0,0.0808,0.8,83.465,262680,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Green Circles - 2012 Remaster,4vwgUYGlcRLlqg7SYCb9g7,9,0.348,0.574,10,-10.362,1,0.0315,0.17,0.0035,0.102,0.297,122.315,152142,4
Jason Aldean,"['contemporary country', 'country', 'country road']",Night Train,5ytc87gcx6dZ4nWRNykinV,62,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,232307,4
Suffused,[],"Year 2008 - Airwave, Michael & Levan, Stiven Rivic Remix",2STiOJH61BusasbEmoiZXs,6,0.622,0.692,1,-8.648,1,0.0314,2.96e-05,0.774,0.113,0.0395,127.02,589606,4
Turnpike Troubadours,['red dirt'],Good Lord Lorrie,0pghPocTwFg6ckBUs52SQ8,62,0.555,0.649,7,-6.756,1,0.0284,0.274,0.0,0.301,0.581,78.994,301000,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Talk to You - 2012 Remaster,6W4EvyFFRveVnhIatt082Y,10,0.568,0.576,9,-8.804,1,0.0443,0.00635,0.0,0.126,0.723,113.129,125289,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","Sing About Me, I'm Dying Of Thirst",3q2v8QaTnHLveAQzR6gvYm,62,0.654,0.753,11,-7.556,0,0.395,0.303,8.08e-05,0.13,0.371,110.722,723573,5
The Phenomenauts,"['bay area indie', 'psychobilly']",The Year 2000,4fyV63qRMeblmsU8MwJ7YA,9,0.478,0.961,4,-4.976,1,0.214,0.116,0.754,0.39,0.843,145.416,169413,4
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",Island Song,273gNDaG3xT0ulMx4Vct6M,62,0.845,0.7,8,-6.025,1,0.0504,0.208,0.0,0.166,0.892,145.892,223307,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",I'm Only Dreaming - 2012 Remaster,2jpkPHdG3I8svw6LYXtmI7,12,0.535,0.458,7,-8.943,1,0.0502,0.822,0.0223,0.0923,0.561,107.664,142147,4
Sammy Adams,"['indie pop rap', 'pop rap']",All Night Longer,1vNn7rVQT6UtEW1NGH53fT,62,0.712,0.649,1,-4.753,1,0.063,0.000652,0.0,0.0683,0.616,127.028,177093,4
Chico Rose,"['covertronica', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2012 - Extended Mix,5ifoOAitBydNRIVu8DErxC,4,0.595,0.99,5,-3.141,0,0.04,0.00694,0.849,0.575,0.326,128.004,238707,4
Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",High School,6bzwoiUt0s1KDOedyy4OtQ,63,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,218747,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Here Come the Nice - 2012 Remaster,1E9dHWdUZVcV8AarnbhCUf,13,0.603,0.73,10,-8.211,1,0.0712,0.372,0.0,0.111,0.676,118.893,175733,4
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",Righteous Minds,7dFGkZbmm6cVlI28bfMaWE,66,0.809,0.638,8,-5.646,0,0.28,0.262,0.0,0.453,0.608,94.893,224043,4
Piano Dreamers,['sleep'],Skyfall,63CC8UteGazmWfQ0jKcpl4,14,0.591,0.407,1,-16.265,0,0.0513,0.964,0.919,0.119,0.263,150.032,266453,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","Bitch, Don’t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,62,0.631,0.791,1,-5.776,1,0.227,0.0545,0.0,0.226,0.123,133.672,278800,4
Andain,"['progressive house', 'progressive trance', 'trance', 'uplifting trance', 'vocal trance']",Turn Up The Sound (Mix Cut) - Gabriel & Dresden Remix,5IqhOElsrCw6cjOkA3VYsS,11,0.551,0.951,11,-6.504,1,0.0376,0.00022,0.00475,0.477,0.515,131.994,58160,4
Daughter,"['art pop', 'shimmer pop']",Medicine,4TxJQDtvYHJcOBH6ONi6q2,63,0.166,0.298,3,-12.439,1,0.032,0.106,0.206,0.572,0.207,78.437,258973,5
Workout Remixers,['workout product'],Beauty and a Beat (Workout Remix),1WQD0pHWw0U6Dcghs7th8K,8,0.649,0.963,0,-4.093,1,0.0554,0.0871,0.109,0.344,0.79,138.006,217462,4
Lana Del Rey,"['art pop', 'pop']",National Anthem,1M0g1beKC4H9gbrOiSayHW,63,0.532,0.899,0,-5.935,0,0.244,0.531,0.000146,0.0957,0.436,85.0,230520,4
Velvetine,[],The Great Divide (Mix Cut) - Original Mix,4iak1wyLacFllU1w8YAarX,9,0.475,0.883,6,-6.065,1,0.0382,0.000912,0.15,0.124,0.557,131.999,116533,4
The Living Tombstone,['fnaf'],Discord,6xqJ0XqDM9dVEW1jbm78wB,69,0.677,0.83,8,-4.358,0,0.0452,0.00806,3.35e-05,0.0788,0.829,104.994,193776,4
Jeff Danna,"['canadian soundtrack', 'soundtrack']",The Year 2012,0o7qHZELjOWH1cn5jlj6Qk,0,0.543,0.313,1,-20.042,1,0.0375,0.289,0.91,0.113,0.0609,114.963,232213,4
Love and Theft,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Angel Eyes,63w0QA1wiV7QhF9jeiHETF,63,0.656,0.696,8,-5.917,1,0.0261,0.0134,0.0,0.0753,0.966,108.015,186627,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Hang on to Yourself - 2012 Remaster,0IHOyyFGfmRMuWNwcRPU8Z,11,0.476,0.788,2,-10.654,1,0.0322,0.0241,0.0377,0.358,0.936,89.551,159958,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",House Of Balloons / Glass Table Girls,50iiDJGpAPdr2VTrz999XA,69,0.65,0.711,0,-5.417,1,0.0377,0.0123,0.00943,0.301,0.319,89.019,405213,4
Jay Tripwire,['tech house'],2012 (Original Mix),6XXu2NxJ7CQlFU830EdfI3,1,0.761,0.625,1,-10.794,1,0.0674,0.00049,0.92,0.11,0.587,124.999,401280,4
Lana Del Rey,"['art pop', 'pop']",Diet Mountain Dew,6BFnRhvKCclDQOajt8dBGi,63,0.442,0.68,10,-5.971,0,0.0858,0.284,0.0,0.421,0.601,176.09,222920,4
Komprex,['speedcore'],Victim,3sjBjWRmxbugxSmSBtrZBw,14,0.349,1.0,8,0.899,0,0.317,0.000443,0.0559,0.308,0.0465,174.918,307129,4
WALK THE MOON,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",Anna Sun,3e0yTP5trHBBVvV32jwXqF,63,0.472,0.844,10,-6.578,1,0.054,0.00173,0.0,0.24,0.34,140.034,321280,4
Bob Wayne,"['deathgrass', 'truck-driving country']",2012,1rtQTf7oZQRWOguduJ5KsF,8,0.636,0.463,0,-13.388,1,0.0449,0.566,0.226,0.337,0.533,108.994,235933,4
Mitski,"['brooklyn indie', 'indie pop']",Liquid Smooth,3XCveEutwTaDiekRkkfdp9,68,0.424,0.342,7,-9.469,0,0.0339,0.838,0.0,0.136,0.124,76.235,169773,4
Dash Berlin,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",World Falls Apart - Airplay Mix,6c4qhjXB5W5c2jXFkO5le5,13,0.483,0.848,11,-5.13,0,0.209,0.00248,0.0,0.386,0.254,132.871,173684,4
Lana Del Rey,"['art pop', 'pop']",Diet Mountain Dew,4O9dZs2B0ilk4PEfX2bPEv,62,0.595,0.696,10,-5.921,0,0.0417,0.276,0.0,0.411,0.533,88.013,222920,4
Suffused,[],Year 2008 - Fernando Ferreyra Remix,27HscAQso7B4uHlccGdHdE,6,0.634,0.534,0,-10.48,1,0.0539,0.00274,0.858,0.758,0.228,127.002,615157,4
Kolton Moore & the Clever Few,[],Mine All Mine,5gCBDJVkU7XHkh4b9i43hn,62,0.534,0.336,8,-10.038,1,0.0286,0.56,0.0,0.0956,0.354,149.671,181560,4
Soulavenue,['chill lounge'],Yearn to Love,2lTWVE0HrkwuWB7T7HVDZG,16,0.616,0.466,4,-12.256,0,0.0381,0.135,0.771,0.0889,0.294,160.073,303000,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,62,0.759,0.782,11,-6.975,0,0.0741,0.000589,0.0,0.35,0.507,131.04,352853,4
Brown Sugar,['korean old school hip hop'],2012,4PCtHaK63XoAPKa1oNk41L,3,0.0931,0.994,9,-1.752,1,0.125,0.00544,0.506,0.372,0.0902,162.851,80773,4
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",Mountain Sound,60ZGteAEtPCnGE6zevgUcd,62,0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453,4
Paul Carrack,"['classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']","What's Going On - Live in Holland, 2012",5I0ZLShyskrNeaavnl3sLD,13,0.575,0.822,6,-7.978,0,0.0763,0.0781,4.73e-05,0.99,0.536,100.03,233110,4
B.o.B,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",So Good,28GUjBGqZVcAV4PHSYzkj2,65,0.66,0.9,7,-5.02,1,0.14,0.0403,0.0,0.219,0.591,85.51,213253,4
Maejor,['detroit hip hop'],Lights Down Low (feat. Waka Flocka Flame),0hkR93a0LriV2CQUhSXw3h,68,0.716,0.858,7,-3.468,0,0.0422,0.0688,2.87e-06,0.0801,0.67,155.41,186120,4
The Last Ten Seconds of Life,"['brutal deathcore', 'deathcore', 'downtempo deathcore', 'melodic metalcore', 'metallic hardcore', 'progressive deathcore']","Justice, Where Have You Been for so Many Years",6XOBYWE0jLKGaKAq9Tlrr1,6,0.199,0.965,11,-4.997,0,0.218,3.69e-05,0.285,0.261,0.215,159.344,137507,4
Tyler James Williams,[],Don't Run Away,6knXMt7UIPPJveAtsP1Dq4,63,0.747,0.801,7,-6.172,0,0.0493,0.0783,0.0,0.0656,0.713,126.798,176253,4
Maroon 5,['pop'],Daylight,6TwfdLbaxTKzQi3AgsZNzx,62,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307,4
Rex Mundi,"['dutch trance', 'progressive house', 'trance', 'uplifting trance']",Bella Monaco (Mix Cut) - Original Mix,2FrRqqaRqglcw5D4jJjZNa,9,0.524,0.964,11,-6.088,1,0.0369,0.000981,0.952,0.317,0.634,132.02,43587,3
fun.,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",Carry On,7gpy7sfWPNuOKmUNs3XQYE,61,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278373,5
Complex,[],Any 2012,5gJT6VjLqvIyUtCLYhSc1c,7,0.661,0.95,4,-6.584,0,0.0544,0.00267,0.892,0.223,0.155,144.989,384000,4
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Cowboys and Angels,5ksoJlQJtduEkwQTo7UN7X,61,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,227720,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Star - 2012 Remaster,16yCM31oNobdEpimWVfB5L,10,0.452,0.856,0,-8.721,1,0.0448,0.178,3.32e-05,0.185,0.553,138.486,167551,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Crack Rock,5lcyIeEfwZTs8Ajw3kdF7P,65,0.429,0.736,5,-8.017,1,0.222,0.0696,0.0,0.0852,0.379,89.262,224147,4
Tsoptihs,[],2012,17PQqqPOjg3r0RFr9gG40m,0,0.571,0.318,7,-17.151,0,0.0377,0.344,0.0113,0.13,0.426,155.97,345722,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",The Question,6ABAUBmOyfPtAUU0IpEKJf,64,0.736,0.583,10,-6.088,1,0.109,0.0555,0.00367,0.124,0.265,134.99,371871,4
Edgar Froese,"['berlin school', 'krautrock']",Aqua - 2012 Remaster,0Cl476SxATDwDsP29JQYMp,10,0.178,0.696,9,-18.645,0,0.46,0.184,0.473,0.953,0.0797,86.711,1014389,4
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,71,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
DJ LILMAN,['jersey club'],2012 (feat. DJ Frosty),2qKiRXJHZmgnpuNVEgqRld,4,0.881,0.644,1,-7.104,0,0.0803,0.146,1.9e-05,0.325,0.615,138.051,212088,4
Get Scared,"['metalcore', 'modern rock', 'rock', 'screamo']",Don't You Dare Forget the Sun,4JIYKZzKnlPhL28h0uixzZ,64,0.276,0.814,9,-5.048,0,0.0998,0.000681,0.0,0.107,0.472,144.793,193584,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Eddie's Dreaming - 2012 Remaster,4s65rUMxlRcKG7URTafx2G,7,0.715,0.512,9,-9.422,1,0.0423,0.319,0.407,0.0668,0.756,128.767,161065,4
Pierce The Veil,"['metalcore', 'modern rock', 'pop punk', 'rock']",Hold On Till May,5u2FOoFhp495GIj5BJC77J,63,0.46,0.91,3,-3.71,1,0.0525,0.000585,0.00155,0.0735,0.327,73.019,278587,4
sprinks,[],YEAR2222,2HxEtdwk506uHPCxLYz0wn,9,0.146,0.508,0,-10.47,1,0.0466,0.000141,0.0,0.841,0.117,145.167,106487,4
Alabama Shakes,"['alabama indie', 'modern blues rock', 'rock']",Hold On,1EuvOdyyzhFUP2z3gfr6xz,61,0.574,0.667,5,-5.425,1,0.0301,0.206,0.352,0.0852,0.546,88.299,226187,4
The Doppelgangaz,"['alternative hip hop', 'boom bap', 'jazz boom bap', 'underground rap']",La La La - Instrumental,1Lsahnd9bxoTbThzhvqmmv,12,0.613,0.412,6,-9.726,0,0.132,0.0583,0.924,0.115,0.509,172.012,195322,4
Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Thrift Shop (feat. Wanz),7bYZBVrnRfqeaPbhRyEvK3,70,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4
D$B Breezy,[],2012,75TKoHVKxLhXNQhi33Z7L6,3,0.452,0.448,1,-10.085,1,0.164,0.0485,0.0,0.124,0.234,78.938,96988,4
Of Monsters and Men,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",Dirty Paws,5g7rJvWYVrloJZwKiShqlS,68,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373,4
Frontliner,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",Symbols (Q-Base 2012 O.S.T.),28dqe0k3EEPwzyT47XjUaS,20,0.562,0.891,6,-4.676,1,0.0589,0.0526,0.00335,0.0955,0.21,149.861,185490,4
Odd Future,"['hip hop', 'rap']",Oldie,53dkS3h9uTNsWYZTPacnpx,64,0.839,0.583,1,-5.941,1,0.268,0.239,0.0,0.262,0.564,87.99,636213,4
Dreco Dre,[],2012,3BkRfQmhVICFUSjpX2jUju,6,0.733,0.416,8,-12.322,0,0.444,0.155,0.0,0.207,0.0973,119.97,189309,4
Karmin,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",Brokenhearted,4urcG6Nfubqsuqy3juMjBi,65,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,227147,4
Johann Strauss II,"['classical', 'late romantic era', 'operetta']","Persischer Marsch, Op. 289",0q7KTdrQOb2QTfcYzzUS3p,8,0.45,0.382,0,-15.056,0,0.129,0.843,0.928,0.71,0.423,98.608,142760,4
Lana Del Rey,"['art pop', 'pop']",Born To Die,487OPlneJNni3NWC8SYqhW,63,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,285400,4
Thank Jordan,[],2012 Sosa,7JUwXjzK5bF9sHl2YqFZp9,4,0.763,0.267,1,-11.433,1,0.14,0.0132,0.098,0.0945,0.0388,123.99,206472,4
In This Moment,"['alternative metal', 'melodic metalcore', 'nu metal']",Whore,2tAzcTFry1OhmNERFjUR93,64,0.604,0.883,11,-3.821,0,0.047,0.0254,0.0,0.0813,0.544,90.001,245533,4
You Me At Six,"['modern alternative rock', 'modern rock', 'pop punk', 'rock']","The Swarm - Live At Wembley, UK / 2012",1HVCb7PofJLYBePGZTluXj,15,0.368,0.954,2,-5.731,0,0.0929,0.000117,3.68e-05,0.508,0.196,167.932,287187,4
Julie Fowlis,"['celtic', 'puirt-a-beul', 'scottish folk']","Touch The Sky - From ""Brave""/Soundtrack",5yyqx4brn6Bm9U1Rj9ENnz,64,0.372,0.641,2,-7.954,1,0.047,0.137,0.0,0.103,0.33,119.013,151400,3
2012,[],2012 (If the World Would End),7a2jSFAQHxamdp9fDzfJFB,8,0.718,0.814,9,-6.37,1,0.0366,0.00336,0.000351,0.0737,0.624,127.997,175187,4
Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral rap']",Save That Shit,0uATCc7skXRKGBYp4FHdBZ,63,0.545,0.826,1,-4.651,1,0.0491,0.138,0.0,0.338,0.487,140.02,213238,4
SoundLift,"['progressive uplifting trance', 'uplifting trance']",Revenge (Mix Cut) - Original 2012 Mix,7bI1dUhZbZy0NRZ705Lrkf,5,0.354,0.998,6,-3.669,0,0.0529,1.59e-06,0.981,0.242,0.428,136.05,70627,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Thoughts from a Balcony,79VMlcpvgHkxz0xwsTfc9d,64,0.48,0.64,6,-6.153,1,0.323,0.158,0.0,0.109,0.475,87.327,185779,4
TIGI,[],2012,1mkgEoT70R4rIGxjPrvYNz,1,0.623,0.504,1,-9.565,1,0.28,0.706,0.0,0.0688,0.309,88.195,219980,4
Lana Del Rey,"['art pop', 'pop']",Dark Paradise,2Y115i0IhELJhyyftvoSFt,62,0.6,0.653,1,-8.309,0,0.0594,0.0953,0.0,0.122,0.43,119.994,243187,4
Armin van Buuren ASOT Radio,[],Belter (Mix Cut) - Original Mix,3MnHR3dtof3JZyvkzIjNg1,8,0.451,0.991,7,-5.873,1,0.0683,0.000458,0.888,0.617,0.447,135.98,84680,4
Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",Enemies,1SDl9wY1MqbpJQW0yKEWxL,64,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,188093,4
Jaspects,[],2012 - Feat. Janelle Monae,5tPrbNqto0470sapFzi2u6,7,0.417,0.385,8,-10.924,0,0.0391,0.382,0.00304,0.113,0.133,119.711,328240,4
Beach House,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",Myth,2NfxtzCIrpCmJX5Z2KMdD5,61,0.445,0.708,3,-6.268,1,0.0293,0.032,0.0908,0.171,0.414,141.965,258653,4
Indecent Noise,['progressive uplifting trance'],Full Moon Fever (Mix Cut) - Power Dub,24uf70jFvvriHRXh5HWWi9,8,0.557,0.96,1,-6.289,1,0.122,2.86e-06,0.983,0.327,0.275,138.007,111293,4
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",Bring It Back,6VWUOFXGwH1OgyPrfRONrn,64,0.944,0.76,11,-4.355,0,0.0851,0.116,0.0,0.113,0.545,98.001,217907,4
Torqux,['filthstep'],2012,6EsdcJltatEpVSPYN3Bp6F,3,0.393,0.864,0,-7.779,0,0.0904,0.0725,0.194,0.221,0.177,139.141,328703,4
Katy Perry,"['dance pop', 'pop', 'post-teen pop']",Part Of Me,1nZzRJbFvCEct3uzu04ZoL,74,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4
Presi On,[],Love 2012 - Radio Edit,57yOh9bBGYAdAQPdPpDZfl,14,0.596,0.939,5,-5.242,1,0.0536,0.39,0.921,0.465,0.641,125.974,177619,4
Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",Good Girl,20DfkHC5grnKNJCzZQB6KC,61,0.617,0.839,0,-2.849,0,0.0655,0.0286,0.0,0.19,0.741,128.91,205560,4
Omnia & Ira,[],The Fusion (Mix Cut) - Original Mix,6WJ3H9w0HHUjJisuTGqsIx,8,0.63,0.863,5,-6.688,0,0.0679,2.84e-05,0.484,0.365,0.473,129.987,96053,4
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",No Lie,6j9iyrrmqWlQZ5SD1hSTaq,60,0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108,237827,4
Chester See & Jason Evigan,[],2012,3NzJFClcbZ97n5nn7ptoc0,2,0.683,0.8,8,-9.358,1,0.0785,0.0021,0.0104,0.0861,0.335,130.006,232433,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Bad Religion,2pMPWE7PJH1PizfgGRMnR9,64,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,175453,4
Shoes,"['modern power pop', 'power pop', 'pub rock', 'underground power pop']",Okay,0Q0xKU6O7AFIBWvib6k8MH,7,0.309,0.929,9,-8.358,1,0.0579,0.0029,4.56e-05,0.0769,0.863,145.303,148467,4
Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Don't Stop the Party (feat. TJR),3Tu7uWBecS6GsLsL8UONKn,66,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008,206120,4
BandGang Jizzle P,"['detroit trap', 'scam rap']",2012 Flow,2wuT8KBOQgyM6wv0fGqM6P,3,0.665,0.528,0,-11.924,0,0.289,0.271,0.0,0.199,0.619,94.035,122593,4
Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",I Drive Your Truck,6aPc6SSWgTsiXrrUpJCPlj,61,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.119,0.118,141.963,234840,4
Noizefucker,"['speedcore', 'terrorcore']",Square,1I0dKprXrpz4bhoujxjwFf,18,0.457,0.996,10,-1.223,0,0.0437,7.23e-06,0.844,0.483,0.448,103.758,178771,4
Maroon 5,['pop'],Love Somebody,0HnaqUxvHP5LaWdmWwJpiS,61,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,229813,4
A.K. Tribe,[],2012 (feat. Roy English),51R7CEBtFDaybDWUC0cUlF,0,0.704,0.84,11,-5.884,0,0.0633,0.000457,0.0262,0.534,0.318,107.97,195822,4
Alex G,"['indie pop', 'philly indie']",Sarah,0Xmz2shisTG8peoqnFj5tu,60,0.65,0.686,4,-5.198,0,0.0314,0.514,0.000188,0.138,0.497,124.023,176147,4
Paranoizer,"['gabba', 'hardcore techno', 'speedcore', 'uptempo hardcore']",Brutal Victory,28W4lGengekqBrybgK0A0o,21,0.529,0.989,9,-2.555,0,0.0852,0.00188,0.896,0.306,0.0386,119.987,265000,4
Los Inquietos Del Norte,"['latin hip hop', 'musica mexicana', 'norteno']",Mi Amigo el de Arriba,2ThDyuLg8XDB0UtEEOLe7t,65,0.721,0.801,7,-7.058,1,0.0648,0.417,1.31e-06,0.0739,0.649,122.327,146467,4
Mike Candys,"['edm', 'pop dance', 'pop house']",2012 (If the World Would End) - Radio Mix,7Ic5pIluTjAAjgUYL81WDj,8,0.737,0.846,9,-5.416,1,0.103,0.115,0.0,0.0946,0.399,127.972,166963,4
The Living Tombstone,['fnaf'],Discord,611nlMA40SKg9gQ4pTVXT3,69,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04e-05,0.081,0.8,104.987,193776,4
